,edad,edo_civil,escolaridad,hora,mes,mpio,parentesco,cuantos
15827,31,CASADO,PRIMARIA,N,11,PESQUERÍA,NINGUNO,1
15828,27,CASADO,SECUNDARIA,T,11,CHINA,NINGUNO,1
15829,52,CASADO,PREPARATORIA,M,11,APODACA,NINGUNO,1
15830,42,CASADO,TÉCNICO,M,11,APODACA,ESPOSO,1
15831,19,CASADO,PREPARATORIA,M,11,PESQUERÍA,ESPOSO,1
15832,36,CASADO,TÉCNICO,N,11,PESQUERÍA,CONCUBINO,1
15833,24,CASADO,SECUNDARIA,N,11,PESQUERÍA,CONCUBINO,1
15834,19,SOLTERO,PREPARATORIA,T,11,JUÁREZ,NINGUNO,1
15835,47,CASADO,SECUNDARIA,T,11,JUÁREZ,ESPOSO,1
15836,16,SOLTERO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
15837,17,SOLTERO,SECUNDARIA,T,11,MONTERREY,EXESPOSO,1
15838,58,SOLTERO,PRIMARIA,N,11,MONTERREY,NINGUNO,1
15839,62,CASADO,TÉCNICO,N,11,MONTERREY,NINGUNO,1
15840,12,SOLTERO,PRIMARIA,N,11,APODACA,NINGUNO,1
15841,51,CASADO,SECUNDARIA,N,11,APODACA,NINGUNO,1
15842,39,CASADO,PRIMARIA,T,11,DOCTOR ARROYO,NINGUNO,1
15843,18,CASADO,SECUNDARIA,N,11,DOCTOR ARROYO,CONCUBINO,1
15844,23,CASADO,SECUNDARIA,M,11,SABINAS HIDALGO,CONCUBINO,1
15845,21,CASADO,PREPARATORIA,T,11,SABINAS HIDALGO,ESPOSO,1
15847,28,CASADO,SECUNDARIA,N,11,SABINAS HIDALGO,CONCUBINO,1
15848,41,CASADO,SECUNDARIA,N,11,SABINAS HIDALGO,EXESPOSO,1
15849,40,CASADO,SECUNDARIA,N,11,APODACA,ESPOSO,1
15850,49,CASADO,SECUNDARIA,N,11,APODACA,NINGUNO,1
15851,28,CASADO,SECUNDARIA,T,11,PESQUERÍA,ESPOSO,1
15852,35,CASADO,SECUNDARIA,N,11,APODACA,CONCUBINO,1
15853,47,CASADO,SECUNDARIA,N,11,APODACA,NINGUNO,1
15854,32,CASADO,SECUNDARIA,T,11,GUADALUPE,CONCUBINO,1
15855,21,CASADO,SECUNDARIA,N,11,GUADALUPE,ESPOSO,1
15856,35,CASADO,PREPARATORIA,M,11,GUADALUPE,ESPOSO,1
15857,19,SOLTERO,SECUNDARIA,T,11,GUADALUPE,NINGUNO,1
15858,46,CASADO,SECUNDARIA,T,11,GUADALUPE,EXESPOSO,1
15859,21,SOLTERO,SECUNDARIA,N,11,CADEREYTA JIMÉNEZ,NINGUNO,1
15860,42,CASADO,PRIMARIA,T,11,CADEREYTA JIMÉNEZ,NINGUNO,1
15861,38,CASADO,SECUNDARIA,N,11,CADEREYTA JIMÉNEZ,ESPOSO,1
15862,20,CASADO,SECUNDARIA,N,11,ZUAZUA,NINGUNO,1
15863,38,CASADO,PREPARATORIA,N,11,ZUAZUA,NINGUNO,1
15864,33,SOLTERO,LICENCIATURA,T,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
15865,43,CASADO,PRIMARIA,N,11,GARCÍA,HIJO,1
15866,35,CASADO,PRIMARIA,N,11,JUÁREZ,ESPOSO,1
15867,22,CASADO,PREPARATORIA,N,11,MONTERREY,CONCUBINO,1
15868,55,CASADO,SECUNDARIA,M,11,MONTERREY,NINGUNO,1
15869,64,SOLTERO,LICENCIATURA,M,11,GUADALUPE,NINGUNO,1
15870,35,SOLTERO,SECUNDARIA,N,11,JUÁREZ,NINGUNO,1
15871,87,SOLTERO,NINGUNO,M,11,MONTERREY,PADRE,1
15872,65,CASADO,SECUNDARIA,M,11,MONTERREY,NINGUNO,1
15873,33,CASADO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
15874,38,SOLTERO,LICENCIATURA,N,11,MONTERREY,NINGUNO,1
15875,30,CASADO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
15876,32,CASADO,SECUNDARIA,M,11,MONTERREY,ESPOSO,1
15877,28,CASADO,SECUNDARIA,T,11,MONTERREY,CONCUBINO,1
15878,29,CASADO,TÉCNICO,N,11,MONTERREY,CONCUBINO,1
15879,38,CASADO,PREPARATORIA,N,11,MONTERREY,ESPOSO,1
15880,39,CASADO,PRIMARIA,N,11,MONTERREY,ESPOSO,1
15881,33,CASADO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
15882,43,CASADO,LICENCIATURA,T,11,MONTERREY,CONCUBINO,1
15883,75,SOLTERO,SECUNDARIA,N,11,SAN PEDRO GARZA GARCÍA,SOBRINO,1
15884,37,CASADO,SECUNDARIA,T,11,MONTERREY,ESPOSO,1
15885,39,CASADO,PRIMARIA,M,11,GARCÍA,NINGUNO,1
15886,38,CASADO,TÉCNICO,T,11,GARCÍA,ESPOSO,1
15887,34,CASADO,SECUNDARIA,T,11,SANTA CATARINA,NINGUNO,1
15888,50,CASADO,SECUNDARIA,M,11,SANTA CATARINA,NINGUNO,1
15889,33,CASADO,PRIMARIA,M,11,GARCÍA,UL,1
15890,29,SOLTERO,SECUNDARIA,T,11,GARCÍA,CONCUBINO,1
15891,33,CASADO,LICENCIATURA,T,11,APODACA,ESPOSO,1
15892,13,SOLTERO,SECUNDARIA,M,11,GUADALUPE,NINGUNO,1
15893,34,CASADO,LICENCIATURA,M,11,GUADALUPE,NINGUNO,1
15894,13,SOLTERO,SECUNDARIA,T,11,GUADALUPE,EXESPOSO,1
15895,47,SOLTERO,PREPARATORIA,T,11,GUADALUPE,NINGUNO,1
15896,13,SOLTERO,SECUNDARIA,N,11,GUADALUPE,PADRE,1
15897,49,CASADO,SECUNDARIA,N,11,GUADALUPE,ESPOSO,1
15898,31,CASADO,SECUNDARIA,T,11,ALLENDE,NINGUNO,1
15899,37,CASADO,SECUNDARIA,M,11,DOCTOR ARROYO,NINGUNO,1
15900,50,CASADO,PRIMARIA,M,11,DOCTOR ARROYO,NINGUNO,1
15902,26,SOLTERO,SECUNDARIA,N,11,APODACA,NINGUNO,1
15903,34,CASADO,SECUNDARIA,N,11,APODACA,ESPOSO,1
15904,27,CASADO,SECUNDARIA,T,11,PESQUERÍA,NINGUNO,1
15905,23,CASADO,SECUNDARIA,M,11,APODACA,CONCUBINO,1
15906,28,SOLTERO,PREPARATORIA,T,11,GUADALUPE,CONCUBINO,1
15907,30,CASADO,SECUNDARIA,M,11,GUADALUPE,NINGUNO,1
15908,45,CASADO,PRIMARIA,M,11,GUADALUPE,ESPOSO,1
15909,45,SOLTERO,TÉCNICO,M,11,GUADALUPE,NINGUNO,1
15910,22,CASADO,PREPARATORIA,T,11,GUADALUPE,CONCUBINO,1
15911,65,SOLTERO,PRIMARIA,N,11,CADEREYTA JIMÉNEZ,HIJO,1
15912,54,SOLTERO,PRIMARIA,T,11,SAN NICOLÁS DE LOS GARZA,HIJO,1
15913,39,CASADO,SECUNDARIA,T,11,CIÉNEGA DE FLORES,CONCUBINO,1
15914,35,CASADO,PREPARATORIA,M,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
15915,36,CASADO,SECUNDARIA,T,11,ZUAZUA,ESPOSO,1
15916,41,CASADO,LICENCIATURA,N,11,GARCÍA,ESPOSO,1
15917,24,SOLTERO,SECUNDARIA,M,11,APODACA,CONCUBINO,1
15918,30,SOLTERO,TÉCNICO,T,11,APODACA,CONCUBINO,1
15919,34,CASADO,SECUNDARIA,N,11,JUÁREZ,CONCUBINO,1
15920,51,SOLTERO,SECUNDARIA,N,11,JUÁREZ,CONCUBINO,1
15921,45,CASADO,TÉCNICO,T,11,JUÁREZ,NINGUNO,1
15922,46,SOLTERO,LICENCIATURA,T,11,JUÁREZ,HIJO,1
15923,45,CASADO,SECUNDARIA,T,11,JUÁREZ,ESPOSO,1
15924,19,SOLTERO,SECUNDARIA,M,11,JUÁREZ,CONCUBINO,1
15925,20,CASADO,SECUNDARIA,M,11,JUÁREZ,CONCUBINO,1
15926,48,CASADO,SECUNDARIA,N,11,JUÁREZ,ESPOSO,1
15927,39,CASADO,PREPARATORIA,T,11,JUÁREZ,NINGUNO,1
15928,40,CASADO,LICENCIATURA,N,11,MONTERREY,NINGUNO,1
15929,81,SOLTERO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
15930,32,CASADO,LICENCIATURA,M,11,MONTERREY,CONCUBINO,1
15931,24,CASADO,SECUNDARIA,T,11,SANTA CATARINA,NINGUNO,1
15932,12,SOLTERO,PRIMARIA,M,11,MONTERREY,MADRE,1
15933,45,CASADO,LICENCIATURA,T,11,ESCOBEDO,ESPOSO,1
15934,37,CASADO,SECUNDARIA,M,11,MONTERREY,CONCUBINO,1
15935,6,SOLTERO,NINGUNO,M,11,MONTERREY,NINGUNO,1
15936,45,CASADO,POSGRADO,T,11,SANTA CATARINA,CONCUBINO,1
15937,52,CASADO,PRIMARIA,T,11,SANTA CATARINA,ESPOSO,1
15938,45,CASADO,TÉCNICO,T,11,SANTA CATARINA,ESPOSO,1
15939,20,CASADO,PRIMARIA,T,11,SANTA CATARINA,UL,1
15940,24,SOLTERO,LICENCIATURA,T,11,SANTA CATARINA,PADRE,1
15941,33,CASADO,NINGUNO,N,11,GARCÍA,CONCUBINO,1
15942,1,SOLTERO,NINGUNO,M,11,APODACA,ABUELO,1
15943,32,CASADO,SECUNDARIA,T,11,APODACA,CONCUBINO,1
15944,33,CASADO,PRIMARIA,T,11,PESQUERÍA,UL,1
15945,34,CASADO,SECUNDARIA,N,11,MONTERREY,ESPOSO,1
15946,35,CASADO,PRIMARIA,T,11,MONTERREY,NINGUNO,1
15947,12,SOLTERO,SECUNDARIA,T,11,GUADALUPE,NINGUNO,1
15948,34,SOLTERO,SECUNDARIA,T,11,GUADALUPE,NINGUNO,1
15949,7,SOLTERO,PRIMARIA,N,11,CADEREYTA JIMÉNEZ,MADRE,1
15950,26,CASADO,SECUNDARIA,N,11,CADEREYTA JIMÉNEZ,UL,1
15951,3,SOLTERO,NINGUNO,M,11,JUÁREZ,PADRASTRO,1
15952,21,CASADO,PRIMARIA,M,11,JUÁREZ,CONCUBINO,1
15953,14,SOLTERO,PRIMARIA,T,11,MONTERREY,PADRE,1
15954,38,CASADO,PRIMARIA,T,11,MONTERREY,ESPOSO,1
15955,5,SOLTERO,NINGUNO,T,11,APODACA,NINGUNO,1
15956,27,SOLTERO,PREPARATORIA,T,11,APODACA,NINGUNO,1
15957,44,CASADO,PREPARATORIA,M,11,APODACA,UL,1
15958,31,CASADO,SECUNDARIA,T,11,APODACA,NINGUNO,1
15959,18,SOLTERO,SECUNDARIA,N,11,MARÍN,NINGUNO,1
15960,47,CASADO,LICENCIATURA,T,11,APODACA,ESPOSO,1
15961,34,CASADO,PRIMARIA,N,11,GARCÍA,NINGUNO,1
15962,21,CASADO,PREPARATORIA,M,11,GARCÍA,CONCUBINO,1
15963,28,CASADO,SECUNDARIA,N,11,JUÁREZ,CONCUBINO,1
15964,29,CASADO,SECUNDARIA,T,11,GARCÍA,NINGUNO,1
15965,22,CASADO,SECUNDARIA,N,11,SANTA CATARINA,NINGUNO,1
15966,33,CASADO,SECUNDARIA,N,11,SANTA CATARINA,NINGUNO,1
15967,10,SOLTERO,PRIMARIA,T,11,GARCÍA,PADRE,1
15968,31,CASADO,PREPARATORIA,T,11,GARCÍA,NINGUNO,1
15969,46,CASADO,SECUNDARIA,N,11,GARCÍA,MADRE,1
15970,32,CASADO,PRIMARIA,N,11,GARCÍA,CONCUBINO,1
15971,24,CASADO,SECUNDARIA,N,11,GARCÍA,ESPOSO,1
15972,38,CASADO,PREPARATORIA,N,11,GARCÍA,ESPOSO,1
15973,19,CASADO,PRIMARIA,M,11,LINARES,UL,1
15974,80,SOLTERO,SECUNDARIA,M,11,APODACA,NINGUNO,1
15975,27,CASADO,SECUNDARIA,M,11,APODACA,NINGUNO,1
15976,67,SOLTERO,PRIMARIA,T,11,APODACA,HIJO,1
15977,22,CASADO,SECUNDARIA,M,11,APODACA,ESPOSO,1
15978,41,CASADO,PREPARATORIA,M,11,APODACA,NINGUNO,1
15979,32,CASADO,SECUNDARIA,T,11,PESQUERÍA,NINGUNO,1
15980,53,CASADO,PRIMARIA,N,11,PESQUERÍA,NINGUNO,1
15981,43,CASADO,SECUNDARIA,M,11,CHINA,NINGUNO,1
15982,41,CASADO,PREPARATORIA,T,11,GUADALUPE,ESPOSO,1
15983,30,CASADO,SECUNDARIA,M,11,GUADALUPE,NINGUNO,1
15984,21,CASADO,PREPARATORIA,M,11,GUADALUPE,CONCUBINO,1
15985,55,SOLTERO,TÉCNICO,T,11,GUADALUPE,NINGUNO,1
15986,7,SOLTERO,PRIMARIA,M,11,GUADALUPE,MADRE,1
15987,22,CASADO,PREPARATORIA,N,11,GUADALUPE,ESPOSO,1
15988,74,SOLTERO,PRIMARIA,T,11,GUADALUPE,HIJO,1
15989,45,CASADO,SECUNDARIA,T,11,GUADALUPE,ESPOSO,1
15990,26,CASADO,SECUNDARIA,T,11,CADEREYTA JIMÉNEZ,NINGUNO,1
15991,23,CASADO,SECUNDARIA,T,11,CADEREYTA JIMÉNEZ,CONCUBINO,1
15992,48,CASADO,SECUNDARIA,T,11,SAN NICOLÁS DE LOS GARZA,CONCUBINO,1
15993,30,CASADO,SECUNDARIA,N,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
15994,22,SOLTERO,SECUNDARIA,M,11,CIÉNEGA DE FLORES,NINGUNO,1
15995,57,CASADO,TÉCNICO,N,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
15996,34,SOLTERO,LICENCIATURA,N,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
15997,33,CASADO,PREPARATORIA,N,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
15998,32,CASADO,SECUNDARIA,N,11,ZUAZUA,NINGUNO,1
15999,81,SOLTERO,LICENCIATURA,M,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
16000,62,CASADO,PRIMARIA,N,11,ZUAZUA,NINGUNO,1
16002,26,CASADO,PREPARATORIA,M,11,APODACA,NINGUNO,1
16003,34,CASADO,PRIMARIA,M,11,AGUALEGUAS,ESPOSO,1
16004,35,CASADO,PREPARATORIA,M,11,APODACA,ESPOSO,1
16005,43,CASADO,PREPARATORIA,N,11,APODACA,NINGUNO,1
16006,24,CASADO,SECUNDARIA,N,11,APODACA,NINGUNO,1
16007,34,CASADO,SECUNDARIA,N,11,GUADALUPE,ESPOSO,1
16008,32,CASADO,PREPARATORIA,T,11,GUADALUPE,UL,1
16009,36,CASADO,SECUNDARIA,M,11,JUÁREZ,ESPOSO,1
16010,21,CASADO,PREPARATORIA,N,11,JUÁREZ,CONCUBINO,1
16011,44,CASADO,PREPARATORIA,T,11,JUÁREZ,PADRE,1
16012,63,CASADO,TÉCNICO,T,11,APODACA,ESPOSO,1
16013,21,CASADO,PREPARATORIA,M,11,GARCÍA,CONCUBINO,1
16014,45,CASADO,PRIMARIA,T,11,GARCÍA,UL,1
16015,19,CASADO,SECUNDARIA,T,11,GARCÍA,NINGUNO,1
16016,44,CASADO,PRIMARIA,T,11,SANTA CATARINA,UL,1
16017,56,CASADO,PRIMARIA,N,11,SANTA CATARINA,NINGUNO,1
16018,22,CASADO,TÉCNICO,T,11,GARCÍA,ESPOSO,1
16019,34,SOLTERO,SECUNDARIA,M,11,GARCÍA,CONCUBINO,1
16020,37,CASADO,SECUNDARIA,T,11,GARCÍA,CONCUBINO,1
16021,41,CASADO,PRIMARIA,T,11,SANTA CATARINA,NINGUNO,1
16022,34,CASADO,PREPARATORIA,N,11,GARCÍA,NINGUNO,1
16023,43,CASADO,PRIMARIA,T,11,GARCÍA,ESPOSO,1
16024,30,CASADO,SECUNDARIA,N,11,SALINAS VICTORIA,CONCUBINO,1
16025,59,CASADO,PRIMARIA,T,11,ESCOBEDO,NIETO,1
16026,25,CASADO,PRIMARIA,N,11,ESCOBEDO,CONCUBINO,1
16027,32,SOLTERO,PRIMARIA,N,11,SALINAS VICTORIA,NINGUNO,1
16028,6,SOLTERO,PRIMARIA,T,11,ESCOBEDO,HIJO,1
16029,27,CASADO,SECUNDARIA,N,11,ESCOBEDO,CONCUBINO,1
16030,30,CASADO,SECUNDARIA,M,11,ESCOBEDO,NINGUNO,1
16031,19,CASADO,SECUNDARIA,N,11,ESCOBEDO,CONCUBINO,1
16032,30,CASADO,SECUNDARIA,M,11,ESCOBEDO,CONCUBINO,1
16033,22,CASADO,SECUNDARIA,T,11,ESCOBEDO,ESPOSO,1
16034,26,CASADO,PREPARATORIA,N,11,ESCOBEDO,NINGUNO,1
16035,33,CASADO,LICENCIATURA,T,11,ESCOBEDO,ESPOSO,1
16036,42,CASADO,SECUNDARIA,N,11,ESCOBEDO,NINGUNO,1
16037,22,CASADO,SECUNDARIA,T,11,SALINAS VICTORIA,ESPOSO,1
16038,21,CASADO,SECUNDARIA,M,11,ESCOBEDO,NINGUNO,1
16039,42,CASADO,SECUNDARIA,N,11,ESCOBEDO,NINGUNO,1
16040,82,SOLTERO,PRIMARIA,N,11,SAN PEDRO GARZA GARCÍA,ABUELO,1
16041,17,SOLTERO,PREPARATORIA,N,11,SAN PEDRO GARZA GARCÍA,NINGUNO,1
16042,31,CASADO,SECUNDARIA,N,11,SAN PEDRO GARZA GARCÍA,NINGUNO,1
16043,27,CASADO,SECUNDARIA,T,11,CIÉNEGA DE FLORES,ESPOSO,1
16044,22,CASADO,SECUNDARIA,T,11,CIÉNEGA DE FLORES,ESPOSO,1
16045,21,CASADO,SECUNDARIA,N,11,SANTA CATARINA,CONCUBINO,1
16046,35,CASADO,PREPARATORIA,N,11,APODACA,ESPOSO,1
16047,56,CASADO,PREPARATORIA,N,11,APODACA,YERNO,1
16048,21,CASADO,SECUNDARIA,N,11,ESCOBEDO,CONCUBINO,1
16050,5,SOLTERO,PRIMARIA,N,11,ESCOBEDO,HIJO,1
16051,6,SOLTERO,PRIMARIA,N,11,ESCOBEDO,HIJO,1
16052,15,SOLTERO,PREPARATORIA,N,11,ESCOBEDO,NINGUNO,1
16053,36,CASADO,SECUNDARIA,N,11,ESCOBEDO,NINGUNO,1
16054,36,CASADO,SECUNDARIA,N,11,ALLENDE,ESPOSO,1
16055,16,CASADO,PRIMARIA,T,11,GARCÍA,CONCUBINO,1
16056,45,CASADO,SECUNDARIA,T,11,LINARES,HIJO,1
16057,33,CASADO,SECUNDARIA,N,11,SABINAS HIDALGO,CONCUBINO,1
16058,13,SOLTERO,SECUNDARIA,T,11,ANAHUAC,HIJO,1
16059,21,CASADO,SECUNDARIA,N,11,GUADALUPE,CONCUBINO,1
16060,23,CASADO,SECUNDARIA,T,11,CIÉNEGA DE FLORES,NINGUNO,1
16061,28,CASADO,SECUNDARIA,T,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
16062,34,CASADO,SECUNDARIA,T,11,CIÉNEGA DE FLORES,ESPOSO,1
16063,25,SOLTERO,LICENCIATURA,T,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
16064,24,CASADO,SECUNDARIA,N,11,LINARES,NINGUNO,1
16065,37,CASADO,PRIMARIA,T,11,HUALAHUISES,NINGUNO,1
16066,39,SOLTERO,TÉCNICO,T,11,MONTEMORELOS,CONCUBINO,1
16067,29,CASADO,SECUNDARIA,M,11,MONTEMORELOS,NINGUNO,1
16068,24,CASADO,PREPARATORIA,M,11,MONTEMORELOS,NINGUNO,1
16069,42,CASADO,SECUNDARIA,M,11,MONTEMORELOS,ESPOSO,1
16070,67,CASADO,NINGUNO,N,11,MONTEMORELOS,CONCUBINO,1
16071,26,CASADO,SECUNDARIA,M,11,MONTEMORELOS,ESPOSO,1
16072,33,CASADO,SECUNDARIA,T,11,GUADALUPE,UL,1
16073,30,CASADO,PRIMARIA,N,11,GUADALUPE,CONCUBINO,1
16074,49,CASADO,LICENCIATURA,N,11,GUADALUPE,CONCUBINO,1
16075,29,SOLTERO,LICENCIATURA,N,11,GUADALUPE,ESPOSO,1
16076,46,CASADO,LICENCIATURA,N,11,GUADALUPE,ESPOSO,1
16077,35,SOLTERO,PRIMARIA,M,11,GUADALUPE,NINGUNO,1
16078,30,CASADO,TÉCNICO,M,11,JUÁREZ,NINGUNO,1
16079,25,CASADO,SECUNDARIA,M,11,JUÁREZ,CONCUBINO,1
16080,40,CASADO,SECUNDARIA,N,11,JUÁREZ,NINGUNO,1
16081,32,SOLTERO,SECUNDARIA,T,11,JUÁREZ,NINGUNO,1
16082,29,CASADO,SECUNDARIA,N,11,JUÁREZ,CONCUBINO,1
16083,29,SOLTERO,TÉCNICO,N,11,SAN NICOLÁS DE LOS GARZA,EXESPOSO,1
16084,36,SOLTERO,PRIMARIA,N,11,ZUAZUA,NINGUNO,1
16085,51,CASADO,PREPARATORIA,M,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
16086,38,CASADO,SECUNDARIA,T,11,JUÁREZ,ESPOSO,1
16087,25,CASADO,SECUNDARIA,T,11,GUADALUPE,CONCUBINO,1
16088,31,CASADO,SECUNDARIA,M,11,GUADALUPE,NINGUNO,1
16089,26,CASADO,SECUNDARIA,N,11,EL CARMEN,ESPOSO,1
16090,36,CASADO,LICENCIATURA,N,11,ESCOBEDO,ESPOSO,1
16091,60,CASADO,SECUNDARIA,T,11,MONTERREY,HIJO,1
16092,48,CASADO,PRIMARIA,T,11,MONTERREY,NINGUNO,1
16093,23,CASADO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
16094,41,SOLTERO,TÉCNICO,M,11,SAN PEDRO GARZA GARCÍA,HIJO,1
16095,25,CASADO,PREPARATORIA,M,11,SANTA CATARINA,NINGUNO,1
16096,43,CASADO,TÉCNICO,M,11,SANTA CATARINA,NINGUNO,1
16097,9,SOLTERO,PRIMARIA,N,11,MONTERREY,NINGUNO,1
16098,29,CASADO,PREPARATORIA,N,11,MONTERREY,ESPOSO,1
16099,62,SOLTERO,LICENCIATURA,M,11,MONTERREY,NINGUNO,1
16100,82,SOLTERO,TÉCNICO,M,11,MONTERREY,NINGUNO,1
16101,11,SOLTERO,NINGUNO,N,11,MONTERREY,MADRE,1
16102,48,SOLTERO,LICENCIATURA,N,11,MONTERREY,NINGUNO,1
16103,27,CASADO,SECUNDARIA,N,11,ALLENDE,NINGUNO,1
16104,45,CASADO,SECUNDARIA,T,11,ALLENDE,ESPOSO,1
16105,35,CASADO,SECUNDARIA,M,11,ALLENDE,NINGUNO,1
16106,24,CASADO,SECUNDARIA,T,11,MONTEMORELOS,ESPOSO,1
16107,38,CASADO,SECUNDARIA,T,11,MONTEMORELOS,MADRE,1
16108,35,CASADO,SECUNDARIA,N,11,MONTEMORELOS,CONCUBINO,1
16109,19,SOLTERO,SECUNDARIA,T,11,MONTEMORELOS,CONCUBINO,1
16110,34,CASADO,SECUNDARIA,T,11,MONTEMORELOS,NINGUNO,1
16111,30,CASADO,SECUNDARIA,N,11,MONTEMORELOS,CONCUBINO,1
16112,19,CASADO,PRIMARIA,T,11,SABINAS HIDALGO,UL,1
16113,18,CASADO,PREPARATORIA,N,11,BUSTAMANTE,CONCUBINO,1
16114,19,CASADO,PREPARATORIA,M,11,BUSTAMANTE,ESPOSO,1
16115,49,CASADO,PRIMARIA,M,11,APODACA,NINGUNO,1
16116,46,CASADO,TÉCNICO,M,11,PESQUERÍA,ESPOSO,1
16117,25,CASADO,SECUNDARIA,N,11,ESCOBEDO,CONCUBINO,1
16118,36,CASADO,SECUNDARIA,N,11,ESCOBEDO,NINGUNO,1
16119,65,CASADO,LICENCIATURA,N,11,ESCOBEDO,ESPOSO,1
16120,1,SOLTERO,NINGUNO,T,11,ESCOBEDO,NINGUNO,1
16121,23,SOLTERO,SECUNDARIA,N,11,MONTERREY,NINGUNO,1
16122,45,SOLTERO,SECUNDARIA,T,11,GUADALUPE,EXESPOSO,1
16123,52,SOLTERO,TÉCNICO,T,11,GUADALUPE,NINGUNO,1
16124,29,CASADO,SECUNDARIA,N,11,GUADALUPE,ESPOSO,1
16125,41,CASADO,SECUNDARIA,T,11,GUADALUPE,NINGUNO,1
16126,71,SOLTERO,PRIMARIA,M,11,GUADALUPE,NINGUNO,1
16127,35,CASADO,SECUNDARIA,M,11,GUADALUPE,NINGUNO,1
16128,27,CASADO,LICENCIATURA,N,11,GUADALUPE,ESPOSO,1
16129,24,CASADO,LICENCIATURA,N,11,GUADALUPE,ESPOSO,1
16130,60,CASADO,NINGUNO,M,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
16131,28,CASADO,PREPARATORIA,T,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
16132,42,CASADO,SECUNDARIA,T,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
16133,11,SOLTERO,PRIMARIA,N,11,SAN NICOLÁS DE LOS GARZA,HIJO,1
16134,18,SOLTERO,SECUNDARIA,M,11,CIÉNEGA DE FLORES,NINGUNO,1
16135,36,CASADO,SECUNDARIA,T,11,JUÁREZ,NINGUNO,1
16136,33,CASADO,LICENCIATURA,N,11,SANTA CATARINA,NINGUNO,1
16137,38,CASADO,SECUNDARIA,M,11,SANTA CATARINA,ESPOSO,1
16138,40,CASADO,SECUNDARIA,T,11,GARCÍA,CONCUBINO,1
16139,18,CASADO,SECUNDARIA,T,11,GARCÍA,NINGUNO,1
16140,18,CASADO,SECUNDARIA,T,11,GARCÍA,CONCUBINO,1
16141,31,CASADO,SECUNDARIA,N,11,SANTA CATARINA,NINGUNO,1
16142,34,CASADO,TÉCNICO,T,11,SANTA CATARINA,NINGUNO,1
16143,19,CASADO,PRIMARIA,T,11,SANTA CATARINA,CONCUBINO,1
16144,27,CASADO,PREPARATORIA,T,11,MONTERREY,NINGUNO,1
16145,72,CASADO,PRIMARIA,T,11,MONTERREY,NINGUNO,1
16146,40,CASADO,PREPARATORIA,N,11,MONTERREY,ESPOSO,1
16147,36,CASADO,SECUNDARIA,T,11,MONTERREY,ESPOSO,1
16148,32,CASADO,SECUNDARIA,M,11,MONTERREY,CONCUBINO,1
16149,42,CASADO,SECUNDARIA,N,11,MONTERREY,NINGUNO,1
16150,13,SOLTERO,PRIMARIA,M,11,MONTERREY,NINGUNO,1
16151,29,CASADO,SECUNDARIA,T,11,MONTERREY,CONCUBINO,1
16152,28,CASADO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
16153,25,SOLTERO,SECUNDARIA,T,11,MONTERREY,CONCUBINO,1
16154,21,CASADO,SECUNDARIA,M,11,MONTERREY,CONCUBINO,1
16155,41,CASADO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
16156,31,CASADO,PREPARATORIA,T,11,MONTERREY,ESPOSO,1
16157,27,SOLTERO,SECUNDARIA,M,11,MONTERREY,NINGUNO,1
16158,26,CASADO,PRIMARIA,T,11,MONTERREY,ESPOSO,1
16159,4,SOLTERO,NINGUNO,T,11,GARCÍA,PADRE,1
16160,27,CASADO,NINGUNO,T,11,GARCÍA,CONCUBINO,1
16161,9,SOLTERO,PRIMARIA,T,11,MONTERREY,NINGUNO,1
16162,28,CASADO,SECUNDARIA,T,11,MONTERREY,NINGUNO,1
16163,28,CASADO,LICENCIATURA,N,11,GARCÍA,CONCUBINO,1
16164,36,CASADO,PREPARATORIA,T,11,SANTIAGO,CONCUBINO,1
16165,26,CASADO,PREPARATORIA,N,11,SANTIAGO,CONCUBINO,1
16166,36,CASADO,PREPARATORIA,N,11,SANTIAGO,NINGUNO,1
16167,14,CASADO,SECUNDARIA,M,11,ESCOBEDO,CONCUBINO,1
16168,23,CASADO,PREPARATORIA,M,11,GUADALUPE,UL,1
16169,55,CASADO,PREPARATORIA,T,11,JUÁREZ,CONCUBINO,1
16170,50,CASADO,SECUNDARIA,T,11,GUADALUPE,ESPOSO,1
