edad_a,edad_v,escolaridad,hora,mes,mpio,parentesco,sexo_a,sexo_v
38,29,PREPARATORIA,2,11,CIÉNEGA DE FLORES,CONCUBINO,0,1
28,27,PRIMARIA,0,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
27,36,PRIMARIA,2,11,ZUAZUA,CONCUBINO,0,1
28,30,SECUNDARIA,2,11,ZUAZUA,NINGUNO,0,1
23,25,SECUNDARIA,2,11,ZUAZUA,NINGUNO,0,1
23,22,SECUNDARIA,2,11,ZUAZUA,NINGUNO,0,1
20,19,SECUNDARIA,2,11,LINARES,CONCUBINO,0,1
34,33,SECUNDARIA,1,11,LINARES,ESPOSO,0,1
48,35,SECUNDARIA,1,11,LINARES,ESPOSO,0,1
29,37,SECUNDARIA,1,11,LINARES,UL,0,1
49,47,SECUNDARIA,0,11,MONTERREY,ESPOSO,0,1
18,25,SECUNDARIA,0,11,MONTERREY,NINGUNO,0,1
44,41,LICENCIATURA,0,11,MONTERREY,ESPOSO,0,1
28,50,SECUNDARIA,2,11,GUADALUPE,NINGUNO,0,1
33,37,SECUNDARIA,2,11,GUADALUPE,CONCUBINO,0,1
42,44,SECUNDARIA,1,11,GUADALUPE,ESPOSO,1,0
37,36,SECUNDARIA,0,11,GUADALUPE,NINGUNO,0,1
37,35,PREPARATORIA,0,11,GUADALUPE,ESPOSO,0,1
28,39,TÉCNICO,2,11,GUADALUPE,ESPOSO,1,0
25,72,PRIMARIA,1,11,GUADALUPE,NINGUNO,0,1
33,51,PRIMARIA,2,11,GUADALUPE,NINGUNO,0,1
33,31,LICENCIATURA,2,11,MONTERREY,ESPOSO,0,1
44,32,PREPARATORIA,2,11,SANTA CATARINA,NINGUNO,0,1
33,43,SECUNDARIA,0,11,GARCÍA,UL,0,1
25,24,PREPARATORIA,1,11,GARCÍA,CONCUBINO,0,1
63,48,SECUNDARIA,1,11,GARCÍA,ESPOSO,0,1
27,26,SECUNDARIA,1,11,GARCÍA,CONCUBINO,0,1
37,35,SECUNDARIA,2,11,GARCÍA,ESPOSO,0,1
33,33,SECUNDARIA,2,11,GARCÍA,UL,1,0
32,25,SECUNDARIA,0,11,GARCÍA,ESPOSO,0,1
24,23,PREPARATORIA,2,11,SANTA CATARINA,CONCUBINO,0,1
31,31,SECUNDARIA,1,11,SANTA CATARINA,ESPOSO,1,0
67,64,SECUNDARIA,2,11,SAN PEDRO GARZA GARCÍA,ESPOSO,0,1
38,56,PREPARATORIA,1,11,LINARES,NINGUNO,0,1
23,26,SECUNDARIA,0,11,LINARES,ESPOSO,0,1
33,30,SECUNDARIA,0,11,SABINAS HIDALGO,NINGUNO,0,1
28,21,TÉCNICO,1,11,APODACA,NINGUNO,0,1
37,26,SECUNDARIA,1,11,APODACA,UL,0,1
39,40,LICENCIATURA,1,11,APODACA,NINGUNO,0,1
38,42,LICENCIATURA,1,11,GUADALUPE,EXESPOSO,0,1
19,51,NINGUNO,0,11,GUADALUPE,ESPOSO,0,1
41,28,LICENCIATURA,1,11,GUADALUPE,NINGUNO,0,1
38,35,PREPARATORIA,1,11,GUADALUPE,ESPOSO,0,1
24,25,TÉCNICO,1,11,GUADALUPE,ESPOSO,0,1
38,54,PRIMARIA,1,11,GUADALUPE,NINGUNO,0,1
38,30,TÉCNICO,2,11,CADEREYTA JIMÉNEZ,UL,0,1
19,38,PRIMARIA,0,11,MONTERREY,NINGUNO,0,0
30,31,LICENCIATURA,1,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
31,33,SECUNDARIA,2,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1,0
40,76,NINGUNO,1,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
29,40,PRIMARIA,1,11,CIÉNEGA DE FLORES,CONCUBINO,1,0
27,23,PRIMARIA,0,11,GARCÍA,NINGUNO,0,1
33,43,SECUNDARIA,1,11,GARCÍA,CONCUBINO,0,1
28,28,PREPARATORIA,1,11,GARCÍA,CONCUBINO,0,1
29,27,SECUNDARIA,2,11,GARCÍA,ESPOSO,0,1
38,43,SECUNDARIA,2,11,GARCÍA,NINGUNO,0,1
33,52,SECUNDARIA,1,11,GARCÍA,MADRE,0,1
28,27,SECUNDARIA,0,11,LINARES,ESPOSO,0,1
36,31,PREPARATORIA,1,11,JUÁREZ,ESPOSO,0,1
40,39,SECUNDARIA,2,11,JUÁREZ,ESPOSO,0,1
24,20,TÉCNICO,0,11,JUÁREZ,NINGUNO,0,1
25,23,SECUNDARIA,0,11,JUÁREZ,ESPOSO,0,1
36,39,PREPARATORIA,2,11,JUÁREZ,NINGUNO,0,1
48,55,PRIMARIA,1,11,JUÁREZ,NINGUNO,1,0
45,18,LICENCIATURA,0,11,JUÁREZ,PADRE,0,1
18,39,SECUNDARIA,1,11,JUÁREZ,ESPOSO,1,0
21,46,SECUNDARIA,2,11,JUÁREZ,HIJO,1,1
31,25,SECUNDARIA,1,11,JUÁREZ,ESPOSO,0,1
37,34,SECUNDARIA,2,11,JUÁREZ,CONCUBINO,0,0
51,50,SECUNDARIA,1,11,JUÁREZ,NINGUNO,0,1
27,26,PREPARATORIA,0,11,JUÁREZ,CONCUBINO,0,1
45,44,PRIMARIA,2,11,JUÁREZ,ESPOSO,0,1
32,28,SECUNDARIA,2,11,JUÁREZ,MADRE,0,1
40,37,SECUNDARIA,0,11,MONTERREY,NINGUNO,0,1
23,25,PREPARATORIA,1,11,MONTERREY,CONCUBINO,0,1
38,38,PREPARATORIA,2,11,EL CARMEN,NINGUNO,1,1
24,24,PREPARATORIA,2,11,ESCOBEDO,EXESPOSO,1,0
45,43,TÉCNICO,2,11,JUÁREZ,ESPOSO,0,1
28,29,SECUNDARIA,2,11,JUÁREZ,CONCUBINO,0,1
36,38,SECUNDARIA,1,11,JUÁREZ,NINGUNO,1,0
29,28,SECUNDARIA,2,11,JUÁREZ,EXESPOSO,1,0
27,32,SECUNDARIA,1,11,JUÁREZ,PADRE,0,1
37,35,SECUNDARIA,1,11,JUÁREZ,ESPOSO,0,1
33,38,SECUNDARIA,2,11,JUÁREZ,ESPOSO,0,1
50,37,PREPARATORIA,0,11,MONTERREY,ESPOSO,0,1
33,24,SECUNDARIA,1,11,MONTERREY,NINGUNO,0,1
33,27,PREPARATORIA,2,11,MONTERREY,ESPOSO,0,1
53,51,PRIMARIA,1,11,MONTERREY,ESPOSO,0,1
36,27,SECUNDARIA,1,11,ESCOBEDO,UL,0,1
37,36,NINGUNO,2,11,ESCOBEDO,ESPOSO,0,1
36,36,SECUNDARIA,0,11,ESCOBEDO,CONCUBINO,0,1
45,14,SECUNDARIA,0,11,ESCOBEDO,MADRE,1,0
43,44,SECUNDARIA,0,11,ESCOBEDO,CONCUBINO,0,1
45,46,PREPARATORIA,2,11,ESCOBEDO,NINGUNO,0,1
29,28,PRIMARIA,2,11,ESCOBEDO,CONCUBINO,0,1
46,13,PRIMARIA,1,11,ESCOBEDO,NINGUNO,0,0
44,39,SECUNDARIA,1,11,ESCOBEDO,ESPOSO,0,1
29,8,PRIMARIA,1,11,ESCOBEDO,HIJO,1,1
26,23,PREPARATORIA,2,11,EL CARMEN,CONCUBINO,0,1
38,34,SECUNDARIA,2,11,EL CARMEN,NINGUNO,0,1
31,11,PRIMARIA,1,11,MONTERREY,HIJO,1,0
60,58,PRIMARIA,1,11,MONTERREY,NINGUNO,0,1
47,46,SECUNDARIA,1,11,MONTERREY,CONCUBINO,0,1
27,24,SECUNDARIA,2,11,APODACA,CONCUBINO,0,1
20,16,PRIMARIA,0,11,PESQUERÍA,CONCUBINO,0,1
19,18,SECUNDARIA,1,11,PESQUERÍA,CONCUBINO,0,0
25,25,SECUNDARIA,1,11,PESQUERÍA,CONCUBINO,0,1
33,34,PRIMARIA,1,11,PESQUERÍA,CONCUBINO,0,1
52,60,PREPARATORIA,2,11,APODACA,CONCUBINO,1,0
38,36,SECUNDARIA,1,11,APODACA,UL,0,1
34,30,SECUNDARIA,2,11,MONTERREY,CONCUBINO,0,1
27,55,SECUNDARIA,2,11,MONTERREY,HIJO,1,0
30,35,SECUNDARIA,2,11,MONTERREY,NINGUNO,0,1
38,60,PRIMARIA,2,11,MONTERREY,CONCUBINO,0,1
38,36,SECUNDARIA,0,11,MONTERREY,NINGUNO,0,1
37,37,SECUNDARIA,2,11,PESQUERÍA,NINGUNO,0,1
31,25,PREPARATORIA,1,11,APODACA,ESPOSO,0,1
45,16,SECUNDARIA,1,11,APODACA,MADRE,1,0
21,16,SECUNDARIA,2,11,APODACA,CONCUBINO,0,1
34,30,SECUNDARIA,0,11,PESQUERÍA,ESPOSO,0,1
38,35,SECUNDARIA,2,11,APODACA,CONCUBINO,0,1
44,32,PREPARATORIA,1,11,APODACA,CONCUBINO,0,1
28,24,PREPARATORIA,1,11,APODACA,NINGUNO,0,1
31,32,TÉCNICO,0,11,APODACA,NINGUNO,0,1
23,48,SECUNDARIA,1,11,PESQUERÍA,HIJO,1,1
30,29,PREPARATORIA,2,11,APODACA,UL,0,0
33,31,PREPARATORIA,2,11,APODACA,NINGUNO,0,1
36,39,SECUNDARIA,2,11,PESQUERÍA,ESPOSO,0,1
18,31,PRIMARIA,2,11,PESQUERÍA,NINGUNO,0,1
33,52,PREPARATORIA,0,11,APODACA,NINGUNO,1,0
42,42,TÉCNICO,0,11,APODACA,ESPOSO,0,1
22,19,PREPARATORIA,0,11,PESQUERÍA,ESPOSO,0,1
41,36,TÉCNICO,2,11,PESQUERÍA,CONCUBINO,0,1
32,24,SECUNDARIA,2,11,PESQUERÍA,CONCUBINO,0,1
43,39,PRIMARIA,1,11,DOCTOR ARROYO,NINGUNO,0,1
31,18,SECUNDARIA,2,11,DOCTOR ARROYO,CONCUBINO,0,1
33,23,SECUNDARIA,0,11,SABINAS HIDALGO,CONCUBINO,0,1
33,21,PREPARATORIA,1,11,SABINAS HIDALGO,ESPOSO,0,1
18,15,SECUNDARIA,2,11,SABINAS HIDALGO,HIJO,0,1
33,41,SECUNDARIA,2,11,SABINAS HIDALGO,EXESPOSO,0,1
38,40,SECUNDARIA,2,11,APODACA,ESPOSO,1,0
48,49,SECUNDARIA,2,11,APODACA,NINGUNO,0,1
31,28,SECUNDARIA,1,11,PESQUERÍA,ESPOSO,0,1
43,35,SECUNDARIA,2,11,APODACA,CONCUBINO,0,1
38,32,SECUNDARIA,1,11,GUADALUPE,CONCUBINO,0,1
22,21,SECUNDARIA,2,11,GUADALUPE,ESPOSO,0,1
42,35,PREPARATORIA,0,11,GUADALUPE,ESPOSO,0,1
43,19,SECUNDARIA,1,11,GUADALUPE,NINGUNO,1,1
46,46,SECUNDARIA,1,11,GUADALUPE,EXESPOSO,0,1
38,21,SECUNDARIA,2,11,CADEREYTA JIMÉNEZ,NINGUNO,0,1
33,42,PRIMARIA,1,11,CADEREYTA JIMÉNEZ,NINGUNO,1,0
39,38,SECUNDARIA,2,11,CADEREYTA JIMÉNEZ,ESPOSO,1,0
33,20,SECUNDARIA,2,11,ZUAZUA,NINGUNO,0,1
38,38,PREPARATORIA,2,11,ZUAZUA,NINGUNO,0,1
33,33,LICENCIATURA,1,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
20,43,PRIMARIA,2,11,GARCÍA,HIJO,0,1
38,35,PRIMARIA,2,11,JUÁREZ,ESPOSO,0,1
28,22,PREPARATORIA,2,11,MONTERREY,CONCUBINO,0,1
31,55,SECUNDARIA,0,11,MONTERREY,NINGUNO,1,0
28,64,LICENCIATURA,0,11,GUADALUPE,NINGUNO,1,0
23,35,SECUNDARIA,2,11,JUÁREZ,NINGUNO,0,1
46,87,NINGUNO,0,11,MONTERREY,PADRE,1,0
40,65,SECUNDARIA,0,11,MONTERREY,NINGUNO,0,0
21,33,SECUNDARIA,1,11,MONTERREY,NINGUNO,0,1
38,38,LICENCIATURA,2,11,MONTERREY,NINGUNO,0,1
34,30,SECUNDARIA,1,11,MONTERREY,NINGUNO,0,1
27,32,SECUNDARIA,0,11,MONTERREY,ESPOSO,1,0
35,28,SECUNDARIA,1,11,MONTERREY,CONCUBINO,0,1
34,29,TÉCNICO,2,11,MONTERREY,CONCUBINO,0,1
44,38,PREPARATORIA,2,11,MONTERREY,ESPOSO,0,1
44,39,PRIMARIA,2,11,MONTERREY,ESPOSO,0,1
45,43,LICENCIATURA,1,11,MONTERREY,CONCUBINO,0,1
28,75,SECUNDARIA,2,11,SAN PEDRO GARZA GARCÍA,SOBRINO,0,1
38,37,SECUNDARIA,1,11,MONTERREY,ESPOSO,0,1
33,39,PRIMARIA,0,11,GARCÍA,NINGUNO,0,1
41,38,TÉCNICO,1,11,GARCÍA,ESPOSO,0,1
42,34,SECUNDARIA,1,11,SANTA CATARINA,NINGUNO,0,1
52,50,SECUNDARIA,0,11,SANTA CATARINA,NINGUNO,0,1
29,33,PRIMARIA,0,11,GARCÍA,UL,0,1
28,29,SECUNDARIA,1,11,GARCÍA,CONCUBINO,0,1
39,33,LICENCIATURA,1,11,APODACA,ESPOSO,0,1
25,31,SECUNDARIA,1,11,ALLENDE,NINGUNO,1,0
46,37,SECUNDARIA,0,11,DOCTOR ARROYO,NINGUNO,1,1
55,50,PRIMARIA,0,11,DOCTOR ARROYO,NINGUNO,0,1
26,26,SECUNDARIA,2,11,APODACA,NINGUNO,0,1
42,34,SECUNDARIA,2,11,APODACA,ESPOSO,0,1
25,27,SECUNDARIA,1,11,PESQUERÍA,NINGUNO,0,1
33,23,SECUNDARIA,0,11,APODACA,CONCUBINO,1,1
23,28,PREPARATORIA,1,11,GUADALUPE,CONCUBINO,1,0
38,30,SECUNDARIA,0,11,GUADALUPE,NINGUNO,0,1
39,45,PRIMARIA,0,11,GUADALUPE,ESPOSO,0,1
19,45,TÉCNICO,0,11,GUADALUPE,NINGUNO,0,1
19,22,PREPARATORIA,1,11,GUADALUPE,CONCUBINO,0,1
49,65,PRIMARIA,2,11,CADEREYTA JIMÉNEZ,HIJO,0,1
19,54,PRIMARIA,1,11,SAN NICOLÁS DE LOS GARZA,HIJO,0,1
38,39,SECUNDARIA,1,11,CIÉNEGA DE FLORES,CONCUBINO,0,1
34,35,PREPARATORIA,0,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
40,36,SECUNDARIA,1,11,ZUAZUA,ESPOSO,0,1
23,24,SECUNDARIA,0,11,APODACA,CONCUBINO,0,1
33,30,TÉCNICO,1,11,APODACA,CONCUBINO,1,0
45,34,SECUNDARIA,2,11,JUÁREZ,CONCUBINO,0,1
56,51,SECUNDARIA,2,11,JUÁREZ,CONCUBINO,1,0
51,45,TÉCNICO,1,11,JUÁREZ,NINGUNO,0,1
29,46,LICENCIATURA,1,11,JUÁREZ,HIJO,0,1
47,45,SECUNDARIA,1,11,JUÁREZ,ESPOSO,0,1
25,19,SECUNDARIA,0,11,JUÁREZ,CONCUBINO,0,1
35,20,SECUNDARIA,0,11,JUÁREZ,CONCUBINO,0,1
49,48,SECUNDARIA,2,11,JUÁREZ,ESPOSO,0,1
44,39,PREPARATORIA,1,11,JUÁREZ,NINGUNO,0,1
42,40,LICENCIATURA,2,11,MONTERREY,NINGUNO,0,1
51,81,SECUNDARIA,1,11,MONTERREY,NINGUNO,1,1
22,32,LICENCIATURA,0,11,MONTERREY,CONCUBINO,0,1
28,24,SECUNDARIA,1,11,SANTA CATARINA,NINGUNO,0,0
41,12,PRIMARIA,0,11,MONTERREY,MADRE,1,0
41,45,LICENCIATURA,1,11,ESCOBEDO,ESPOSO,0,1
35,37,SECUNDARIA,0,11,MONTERREY,CONCUBINO,0,1
48,52,PRIMARIA,1,11,SANTA CATARINA,ESPOSO,0,1
45,45,TÉCNICO,1,11,SANTA CATARINA,ESPOSO,0,1
23,20,PRIMARIA,1,11,SANTA CATARINA,UL,0,1
48,24,LICENCIATURA,1,11,SANTA CATARINA,PADRE,0,1
36,32,SECUNDARIA,1,11,APODACA,CONCUBINO,0,1
53,33,PRIMARIA,1,11,PESQUERÍA,UL,0,1
37,35,PRIMARIA,1,11,MONTERREY,NINGUNO,0,1
37,44,PREPARATORIA,0,11,APODACA,UL,0,1
32,31,SECUNDARIA,1,11,APODACA,NINGUNO,0,1
23,18,SECUNDARIA,2,11,MARÍN,NINGUNO,0,1
46,47,LICENCIATURA,1,11,APODACA,ESPOSO,1,0
37,34,PRIMARIA,2,11,GARCÍA,NINGUNO,0,1
42,21,PREPARATORIA,0,11,GARCÍA,CONCUBINO,0,1
28,28,SECUNDARIA,2,11,JUÁREZ,CONCUBINO,0,1
29,29,SECUNDARIA,1,11,GARCÍA,NINGUNO,1,0
28,22,SECUNDARIA,2,11,SANTA CATARINA,NINGUNO,0,1
36,33,SECUNDARIA,2,11,SANTA CATARINA,NINGUNO,0,1
26,46,SECUNDARIA,2,11,GARCÍA,MADRE,0,1
27,32,PRIMARIA,2,11,GARCÍA,CONCUBINO,0,1
25,24,SECUNDARIA,2,11,GARCÍA,ESPOSO,0,1
38,38,PREPARATORIA,2,11,GARCÍA,ESPOSO,0,1
28,19,PRIMARIA,0,11,LINARES,UL,0,1
47,80,SECUNDARIA,0,11,APODACA,NINGUNO,1,1
39,27,SECUNDARIA,0,11,APODACA,NINGUNO,0,1
45,67,PRIMARIA,1,11,APODACA,HIJO,0,1
24,22,SECUNDARIA,0,11,APODACA,ESPOSO,0,1
41,41,PREPARATORIA,0,11,APODACA,NINGUNO,1,0
32,32,SECUNDARIA,1,11,PESQUERÍA,NINGUNO,0,1
43,53,PRIMARIA,2,11,PESQUERÍA,NINGUNO,0,1
45,43,SECUNDARIA,0,11,CHINA,NINGUNO,0,1
43,41,PREPARATORIA,1,11,GUADALUPE,ESPOSO,0,1
30,30,SECUNDARIA,0,11,GUADALUPE,NINGUNO,0,1
36,21,PREPARATORIA,0,11,GUADALUPE,CONCUBINO,0,1
30,55,TÉCNICO,1,11,GUADALUPE,NINGUNO,0,1
27,7,PRIMARIA,0,11,GUADALUPE,MADRE,1,1
28,22,PREPARATORIA,2,11,GUADALUPE,ESPOSO,0,1
49,45,SECUNDARIA,1,11,GUADALUPE,ESPOSO,0,1
29,26,SECUNDARIA,1,11,CADEREYTA JIMÉNEZ,NINGUNO,0,1
32,23,SECUNDARIA,1,11,CADEREYTA JIMÉNEZ,CONCUBINO,0,1
44,48,SECUNDARIA,1,11,SAN NICOLÁS DE LOS GARZA,CONCUBINO,0,1
45,30,SECUNDARIA,2,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
28,22,SECUNDARIA,0,11,CIÉNEGA DE FLORES,NINGUNO,0,1
53,57,TÉCNICO,2,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
18,34,LICENCIATURA,2,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,0
53,33,PREPARATORIA,2,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
39,32,SECUNDARIA,2,11,ZUAZUA,NINGUNO,0,1
75,81,LICENCIATURA,0,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,1,0
33,62,PRIMARIA,2,11,ZUAZUA,NINGUNO,0,1
27,26,PREPARATORIA,0,11,APODACA,NINGUNO,0,1
38,34,PRIMARIA,0,11,AGUALEGUAS,ESPOSO,0,1
38,35,PREPARATORIA,0,11,APODACA,ESPOSO,0,1
42,43,PREPARATORIA,2,11,APODACA,NINGUNO,0,1
23,24,SECUNDARIA,2,11,APODACA,NINGUNO,0,1
45,34,SECUNDARIA,2,11,GUADALUPE,ESPOSO,0,0
18,32,PREPARATORIA,1,11,GUADALUPE,UL,0,1
40,36,SECUNDARIA,0,11,JUÁREZ,ESPOSO,0,1
28,21,PREPARATORIA,2,11,JUÁREZ,CONCUBINO,0,1
43,44,PREPARATORIA,1,11,JUÁREZ,PADRE,0,1
58,63,TÉCNICO,1,11,APODACA,ESPOSO,0,1
19,19,SECUNDARIA,1,11,GARCÍA,NINGUNO,0,1
33,44,PRIMARIA,1,11,SANTA CATARINA,UL,0,1
40,56,PRIMARIA,2,11,SANTA CATARINA,NINGUNO,0,1
24,22,TÉCNICO,1,11,GARCÍA,ESPOSO,0,1
34,37,SECUNDARIA,1,11,GARCÍA,CONCUBINO,0,1
45,41,PRIMARIA,1,11,SANTA CATARINA,NINGUNO,0,1
42,43,PRIMARIA,1,11,GARCÍA,ESPOSO,0,1
33,30,SECUNDARIA,2,11,SALINAS VICTORIA,CONCUBINO,0,1
32,25,PRIMARIA,2,11,ESCOBEDO,CONCUBINO,0,1
33,32,PRIMARIA,2,11,SALINAS VICTORIA,NINGUNO,0,1
43,6,PRIMARIA,1,11,ESCOBEDO,HIJO,0,0
28,27,SECUNDARIA,2,11,ESCOBEDO,CONCUBINO,0,1
33,30,SECUNDARIA,0,11,ESCOBEDO,NINGUNO,0,0
23,19,SECUNDARIA,2,11,ESCOBEDO,CONCUBINO,0,1
47,30,SECUNDARIA,0,11,ESCOBEDO,CONCUBINO,0,1
29,22,SECUNDARIA,1,11,ESCOBEDO,ESPOSO,0,1
29,26,PREPARATORIA,2,11,ESCOBEDO,NINGUNO,0,1
30,33,LICENCIATURA,1,11,ESCOBEDO,ESPOSO,0,1
41,42,SECUNDARIA,2,11,ESCOBEDO,NINGUNO,0,1
22,22,SECUNDARIA,1,11,SALINAS VICTORIA,ESPOSO,0,1
25,21,SECUNDARIA,0,11,ESCOBEDO,NINGUNO,0,1
38,42,SECUNDARIA,2,11,ESCOBEDO,NINGUNO,1,0
39,82,PRIMARIA,2,11,SAN PEDRO GARZA GARCÍA,ABUELO,1,1
42,17,PREPARATORIA,2,11,SAN PEDRO GARZA GARCÍA,NINGUNO,1,0
42,31,SECUNDARIA,2,11,SAN PEDRO GARZA GARCÍA,NINGUNO,0,1
20,27,SECUNDARIA,1,11,CIÉNEGA DE FLORES,ESPOSO,1,0
25,22,SECUNDARIA,1,11,CIÉNEGA DE FLORES,ESPOSO,0,1
26,21,SECUNDARIA,2,11,SANTA CATARINA,CONCUBINO,0,1
39,36,SECUNDARIA,2,11,ALLENDE,ESPOSO,0,1
23,16,PRIMARIA,1,11,GARCÍA,CONCUBINO,0,1
23,45,SECUNDARIA,1,11,LINARES,HIJO,0,1
33,33,SECUNDARIA,2,11,SABINAS HIDALGO,CONCUBINO,0,1
44,13,SECUNDARIA,1,11,ANAHUAC,HIJO,0,1
25,21,SECUNDARIA,2,11,GUADALUPE,CONCUBINO,0,0
38,28,SECUNDARIA,1,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
34,34,SECUNDARIA,1,11,CIÉNEGA DE FLORES,ESPOSO,0,1
31,25,LICENCIATURA,1,11,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
23,24,SECUNDARIA,2,11,LINARES,NINGUNO,0,1
23,37,PRIMARIA,1,11,HUALAHUISES,NINGUNO,0,1
29,39,TÉCNICO,1,11,MONTEMORELOS,CONCUBINO,0,1
40,29,SECUNDARIA,0,11,MONTEMORELOS,NINGUNO,0,1
29,24,PREPARATORIA,0,11,MONTEMORELOS,NINGUNO,0,1
48,42,SECUNDARIA,0,11,MONTEMORELOS,ESPOSO,0,1
26,26,SECUNDARIA,0,11,MONTEMORELOS,ESPOSO,0,1
34,33,SECUNDARIA,1,11,GUADALUPE,UL,0,1
33,30,PRIMARIA,2,11,GUADALUPE,CONCUBINO,0,1
23,49,LICENCIATURA,2,11,GUADALUPE,CONCUBINO,1,0
36,29,LICENCIATURA,2,11,GUADALUPE,ESPOSO,0,1
48,46,LICENCIATURA,2,11,GUADALUPE,ESPOSO,0,1
33,35,PRIMARIA,0,11,GUADALUPE,NINGUNO,0,1
28,30,TÉCNICO,0,11,JUÁREZ,NINGUNO,0,1
28,25,SECUNDARIA,0,11,JUÁREZ,CONCUBINO,1,1
38,40,SECUNDARIA,2,11,JUÁREZ,NINGUNO,1,0
49,29,SECUNDARIA,2,11,JUÁREZ,CONCUBINO,0,1
33,29,TÉCNICO,2,11,SAN NICOLÁS DE LOS GARZA,EXESPOSO,0,1
38,36,PRIMARIA,2,11,ZUAZUA,NINGUNO,1,0
48,51,PREPARATORIA,0,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
35,38,SECUNDARIA,1,11,JUÁREZ,ESPOSO,0,1
33,25,SECUNDARIA,1,11,GUADALUPE,CONCUBINO,0,1
42,31,SECUNDARIA,0,11,GUADALUPE,NINGUNO,0,1
30,26,SECUNDARIA,2,11,EL CARMEN,ESPOSO,0,1
35,36,LICENCIATURA,2,11,ESCOBEDO,ESPOSO,1,0
30,60,SECUNDARIA,1,11,MONTERREY,HIJO,0,1
38,48,PRIMARIA,1,11,MONTERREY,NINGUNO,0,1
25,23,SECUNDARIA,1,11,MONTERREY,NINGUNO,0,1
23,41,TÉCNICO,0,11,SAN PEDRO GARZA GARCÍA,HIJO,0,1
28,27,SECUNDARIA,2,11,ALLENDE,NINGUNO,0,1
41,45,SECUNDARIA,1,11,ALLENDE,ESPOSO,0,1
40,35,SECUNDARIA,0,11,ALLENDE,NINGUNO,0,1
24,24,SECUNDARIA,1,11,MONTEMORELOS,ESPOSO,0,1
20,38,SECUNDARIA,1,11,MONTEMORELOS,MADRE,0,1
35,35,SECUNDARIA,2,11,MONTEMORELOS,CONCUBINO,0,1
49,19,SECUNDARIA,1,11,MONTEMORELOS,CONCUBINO,0,1
33,34,SECUNDARIA,1,11,MONTEMORELOS,NINGUNO,0,0
40,30,SECUNDARIA,2,11,MONTEMORELOS,CONCUBINO,0,1
23,19,PRIMARIA,1,11,SABINAS HIDALGO,UL,0,0
18,18,PREPARATORIA,2,11,BUSTAMANTE,CONCUBINO,0,1
23,19,PREPARATORIA,0,11,BUSTAMANTE,ESPOSO,0,1
48,49,PRIMARIA,0,11,APODACA,NINGUNO,0,1
41,46,TÉCNICO,0,11,PESQUERÍA,ESPOSO,1,0
26,25,SECUNDARIA,2,11,ESCOBEDO,CONCUBINO,0,1
38,36,SECUNDARIA,2,11,ESCOBEDO,NINGUNO,0,1
56,65,LICENCIATURA,2,11,ESCOBEDO,ESPOSO,0,1
38,1,NINGUNO,1,11,ESCOBEDO,NINGUNO,1,0
23,23,SECUNDARIA,2,11,MONTERREY,NINGUNO,0,1
18,52,TÉCNICO,1,11,GUADALUPE,NINGUNO,0,1
65,41,SECUNDARIA,1,11,GUADALUPE,NINGUNO,0,1
19,71,PRIMARIA,0,11,GUADALUPE,NINGUNO,0,0
37,35,SECUNDARIA,0,11,GUADALUPE,NINGUNO,1,0
23,27,LICENCIATURA,2,11,GUADALUPE,ESPOSO,1,0
27,24,LICENCIATURA,2,11,GUADALUPE,ESPOSO,0,1
78,60,NINGUNO,0,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
26,28,PREPARATORIA,1,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,1,0
40,42,SECUNDARIA,1,11,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
32,11,PRIMARIA,2,11,SAN NICOLÁS DE LOS GARZA,HIJO,1,1
31,18,SECUNDARIA,0,11,CIÉNEGA DE FLORES,NINGUNO,0,1
33,33,LICENCIATURA,2,11,SANTA CATARINA,NINGUNO,0,1
37,38,SECUNDARIA,0,11,SANTA CATARINA,ESPOSO,0,1
25,40,SECUNDARIA,1,11,GARCÍA,CONCUBINO,1,0
22,18,SECUNDARIA,1,11,GARCÍA,CONCUBINO,0,1
30,31,SECUNDARIA,2,11,SANTA CATARINA,NINGUNO,0,1
38,34,TÉCNICO,1,11,SANTA CATARINA,NINGUNO,0,1
20,19,PRIMARIA,1,11,SANTA CATARINA,CONCUBINO,0,1
39,27,PREPARATORIA,1,11,MONTERREY,NINGUNO,1,0
39,72,PRIMARIA,1,11,MONTERREY,NINGUNO,0,0
39,40,PREPARATORIA,2,11,MONTERREY,ESPOSO,0,1
